Date	Price	Open	High	Low	Change
Dec 13	61.810	62.350	62.533	60.830	-0.94%
Jan 14	62.685	61.818	63.320	61.315	1.42%
Feb 14	61.795	62.700	62.830	61.750	-1.42%
Mar 14	60.015	61.950	62.140	59.680	-2.88%
Apr 14	60.345	59.925	61.190	59.570	0.55%
May 14	59.195	60.260	60.270	58.250	-1.91%
Jun 14	60.060	59.100	60.530	58.970	1.46%
Jul 14	60.555	60.070	60.560	59.525	0.82%
Aug 14	60.520	60.740	61.755	60.345	-0.06%
Sep 14	61.940	60.505	61.940	60.197	2.35%
Oct 14	61.405	61.820	61.965	60.895	-0.86%
Nov 14	62.210	61.500	62.250	61.285	1.31%
Dec 14	63.035	62.050	63.885	61.760	1.33%
Jan 15	62.020	63.170	63.630	61.255	-1.61%
Feb 15	61.659	61.995	62.540	61.555	-0.58%
Mar 15	62.291	61.703	63.140	61.649	1.02%
Apr 15	63.529	62.282	63.780	61.920	1.99%
May 15	63.743	63.521	64.390	63.300	0.34%
Jun 15	63.604	63.723	64.330	63.410	-0.22%
Jul 15	63.988	63.599	64.270	63.243	0.60%
Aug 15	66.412	63.986	66.910	63.640	3.79%
Sep 15	65.517	66.388	66.913	65.470	-1.35%
Oct 15	65.423	65.514	65.700	64.629	-0.14%
Nov 15	66.462	65.403	66.945	65.320	1.59%
Dec 15	66.208	66.452	67.180	65.936	-0.38%
Jan 16	67.878	66.199	68.265	66.120	2.52%
Feb 16	68.208	67.868	68.909	67.485	0.49%
Mar 16	66.255	68.196	68.355	66.120	-2.86%
Apr 16	66.425	66.345	66.853	66.014	0.26%
May 16	67.209	66.415	67.780	66.225	1.18%
Jun 16	67.504	67.197	68.222	66.441	0.44%
Jul 16	66.655	67.499	67.570	66.600	-1.26%
Aug 16	66.909	66.656	67.070	66.560	0.38%
